,Id,Zoomed_Image_Data
1469,LIDC-IDRI-0175-1,"[[0.03529412 0.04705882 0.04705882 ... 0.45490196 0.45490196 0.44313725]
 [0.02352941 0.04705882 0.05098039 ... 0.44313725 0.44313725 0.43529412]
 [0.03921569 0.0627451  0.05882353 ... 0.42745098 0.43529412 0.43137255]
 ...
 [0.05490196 0.04313725 0.03529412 ... 0.43529412 0.42745098 0.42352941]
 [0.06666667 0.03921569 0.03137255 ... 0.42745098 0.42745098 0.42745098]
 [0.0627451  0.03921569 0.02745098 ... 0.43529412 0.43137255 0.43137255]]"
1470,LIDC-IDRI-0175-2,"[[0.03529412 0.04705882 0.04705882 ... 0.45490196 0.45490196 0.44313725]
 [0.02352941 0.04705882 0.05098039 ... 0.44313725 0.44313725 0.43529412]
 [0.03921569 0.0627451  0.05882353 ... 0.42745098 0.43529412 0.43137255]
 ...
 [0.05490196 0.04313725 0.03529412 ... 0.43529412 0.42745098 0.42352941]
 [0.06666667 0.03921569 0.03137255 ... 0.42745098 0.42745098 0.42745098]
 [0.0627451  0.03921569 0.02745098 ... 0.43529412 0.43137255 0.43137255]]"
1471,LIDC-IDRI-0175-3,"[[0.02745098 0.03529412 0.03921569 ... 0.45882353 0.45098039 0.44313725]
 [0.03529412 0.03921569 0.04705882 ... 0.45490196 0.45882353 0.45098039]
 [0.03137255 0.03921569 0.04705882 ... 0.45098039 0.45490196 0.44313725]
 ...
 [0.03137255 0.02745098 0.03137255 ... 0.43921569 0.44313725 0.44313725]
 [0.03137255 0.02745098 0.02352941 ... 0.44313725 0.44313725 0.45098039]
 [0.03529412 0.03137255 0.03529412 ... 0.44313725 0.44313725 0.45098039]]"
1472,LIDC-IDRI-0175-4,"[[0.03529412 0.04705882 0.04705882 ... 0.45490196 0.45490196 0.44313725]
 [0.02352941 0.04705882 0.05098039 ... 0.44313725 0.44313725 0.43529412]
 [0.03921569 0.0627451  0.05882353 ... 0.42745098 0.43529412 0.43137255]
 ...
 [0.05490196 0.04313725 0.03529412 ... 0.43529412 0.42745098 0.42352941]
 [0.06666667 0.03921569 0.03137255 ... 0.42745098 0.42745098 0.42745098]
 [0.0627451  0.03921569 0.02745098 ... 0.43529412 0.43137255 0.43137255]]"
1473,LIDC-IDRI-0176-1,"[[0.11764706 0.1254902  0.1372549  ... 0.11764706 0.12156863 0.11764706]
 [0.16862745 0.15686275 0.14117647 ... 0.1254902  0.11764706 0.11764706]
 [0.16862745 0.1372549  0.1372549  ... 0.14117647 0.16470588 0.15686275]
 ...
 [0.42352941 0.41960784 0.42745098 ... 0.24313725 0.21176471 0.15686275]
 [0.42745098 0.43137255 0.41960784 ... 0.25098039 0.2        0.14117647]
 [0.44313725 0.45882353 0.43921569 ... 0.28627451 0.23529412 0.18823529]]"
1474,LIDC-IDRI-0176-2,"[[0.41960784 0.42745098 0.42745098 ... 0.43529412 0.44313725 0.45098039]
 [0.43137255 0.42745098 0.43137255 ... 0.46666667 0.4745098  0.48627451]
 [0.42352941 0.43137255 0.44313725 ... 0.4745098  0.49019608 0.49019608]
 ...
 [0.14117647 0.13333333 0.1372549  ... 0.14117647 0.1372549  0.14117647]
 [0.14117647 0.13333333 0.11764706 ... 0.15686275 0.15294118 0.16470588]
 [0.16470588 0.15686275 0.1372549  ... 0.16862745 0.16862745 0.17254902]]"
1475,LIDC-IDRI-0176-3,"[[0.3372549  0.34117647 0.3372549  ... 0.         0.         0.01568627]
 [0.33333333 0.34509804 0.34509804 ... 0.01568627 0.01960784 0.03137255]
 [0.33333333 0.3372549  0.3372549  ... 0.01568627 0.02745098 0.02745098]
 ...
 [0.97254902 0.94509804 0.91764706 ... 0.09803922 0.1254902  0.1254902 ]
 [0.81568627 0.77254902 0.7372549  ... 0.18431373 0.15686275 0.10588235]
 [0.60392157 0.56078431 0.53333333 ... 0.3254902  0.23137255 0.10980392]]"
1476,LIDC-IDRI-0176-4,"[[0.43137255 0.42745098 0.43137255 ... 0.46666667 0.4745098  0.48627451]
 [0.42352941 0.43137255 0.44313725 ... 0.4745098  0.49019608 0.49019608]
 [0.41176471 0.40392157 0.41176471 ... 0.48627451 0.49019608 0.49803922]
 ...
 [0.14117647 0.13333333 0.11764706 ... 0.15686275 0.15294118 0.16470588]
 [0.16470588 0.15686275 0.1372549  ... 0.16862745 0.16862745 0.17254902]
 [0.14901961 0.16862745 0.16470588 ... 0.17254902 0.17254902 0.16470588]]"
1477,LIDC-IDRI-0176-5,"[[0.16470588 0.15686275 0.13333333 ... 0.1254902  0.1254902  0.12156863]
 [0.16470588 0.19607843 0.15294118 ... 0.2        0.14117647 0.10980392]
 [0.17254902 0.21176471 0.17254902 ... 0.20392157 0.16470588 0.15686275]
 ...
 [0.38823529 0.4        0.42352941 ... 0.25098039 0.19607843 0.19607843]
 [0.42352941 0.43137255 0.43529412 ... 0.21960784 0.20392157 0.21960784]
 [0.45098039 0.41960784 0.40784314 ... 0.21960784 0.22745098 0.24705882]]"
1478,LIDC-IDRI-0177-1,"[[0.55686275 0.56862745 0.57647059 ... 0.06666667 0.1372549  0.12156863]
 [0.54901961 0.56470588 0.57254902 ... 0.0745098  0.09411765 0.08235294]
 [0.54117647 0.55686275 0.57254902 ... 0.10196078 0.09411765 0.07843137]
 ...
 [0.84705882 0.70980392 0.63529412 ... 0.05490196 0.04313725 0.04313725]
 [0.9254902  0.83921569 0.72156863 ... 0.03529412 0.02745098 0.02352941]
 [0.87058824 0.91372549 0.84313725 ... 0.03921569 0.04313725 0.03921569]]"
1479,LIDC-IDRI-0177-2,"[[0.56470588 0.56862745 0.57647059 ... 0.13333333 0.21176471 0.15686275]
 [0.55686275 0.56862745 0.57647059 ... 0.06666667 0.1372549  0.12156863]
 [0.54901961 0.56470588 0.57254902 ... 0.0745098  0.09411765 0.08235294]
 ...
 [0.68627451 0.6        0.58431373 ... 0.0745098  0.0627451  0.05098039]
 [0.84705882 0.70980392 0.63529412 ... 0.05490196 0.04313725 0.04313725]
 [0.9254902  0.83921569 0.72156863 ... 0.03529412 0.02745098 0.02352941]]"
1480,LIDC-IDRI-0177-3,"[[0.58431373 0.59215686 0.59607843 ... 0.12156863 0.14901961 0.10980392]
 [0.56862745 0.58431373 0.59607843 ... 0.1372549  0.14117647 0.09019608]
 [0.57254902 0.58431373 0.58823529 ... 0.18039216 0.20392157 0.17254902]
 ...
 [0.74901961 0.63921569 0.61960784 ... 0.03529412 0.04313725 0.04705882]
 [0.90196078 0.76470588 0.6627451  ... 0.04313725 0.05098039 0.05882353]
 [0.94509804 0.90196078 0.77647059 ... 0.04313725 0.05098039 0.05490196]]"
1481,LIDC-IDRI-0177-4,"[[0.59215686 0.59607843 0.6        ... 0.14901961 0.10980392 0.0627451 ]
 [0.58431373 0.59607843 0.6        ... 0.14117647 0.09019608 0.05490196]
 [0.58431373 0.58823529 0.59215686 ... 0.20392157 0.17254902 0.15686275]
 ...
 [0.63921569 0.61960784 0.62745098 ... 0.04313725 0.04705882 0.04313725]
 [0.76470588 0.6627451  0.62745098 ... 0.05098039 0.05882353 0.05490196]
 [0.90196078 0.77647059 0.68235294 ... 0.05098039 0.05490196 0.04705882]]"
1482,LIDC-IDRI-0178-1,"[[0.02745098 0.02745098 0.00392157 ... 0.         0.         0.00784314]
 [0.01176471 0.02352941 0.         ... 0.         0.02745098 0.01568627]
 [0.02352941 0.03137255 0.00392157 ... 0.02352941 0.03137255 0.01568627]
 ...
 [0.75686275 0.70196078 0.8        ... 0.03529412 0.12156863 0.14117647]
 [0.74901961 0.71372549 0.76470588 ... 0.06666667 0.09803922 0.08235294]
 [0.7372549  0.76470588 0.74509804 ... 0.14117647 0.14901961 0.1254902 ]]"
1483,LIDC-IDRI-0178-2,"[[0.01568627 0.         0.03921569 ... 0.00784314 0.00784314 0.        ]
 [0.02352941 0.         0.04705882 ... 0.         0.         0.02352941]
 [0.01960784 0.01960784 0.05098039 ... 0.02352941 0.01960784 0.01960784]
 ...
 [0.63529412 0.67843137 0.68235294 ... 0.         0.03137255 0.08235294]
 [0.59607843 0.65490196 0.72941176 ... 0.16470588 0.15686275 0.10588235]
 [0.63921569 0.6627451  0.68235294 ... 0.55294118 0.45490196 0.23137255]]"
1484,LIDC-IDRI-0179-1,"[[0.08627451 0.09019608 0.09411765 ... 0.85882353 0.82352941 0.73333333]
 [0.08627451 0.09019608 0.09411765 ... 0.65098039 0.54117647 0.40392157]
 [0.10588235 0.11764706 0.10980392 ... 0.34901961 0.24313725 0.17254902]
 ...
 [0.1254902  0.12156863 0.1254902  ... 0.6745098  0.69019608 0.69803922]
 [0.1254902  0.11372549 0.1254902  ... 0.65882353 0.66666667 0.67058824]
 [0.11764706 0.10588235 0.13333333 ... 0.65098039 0.65490196 0.65882353]]"
1485,LIDC-IDRI-0179-2,"[[0.07058824 0.07058824 0.06666667 ... 0.64705882 0.65098039 0.6745098 ]
 [0.05882353 0.07058824 0.08235294 ... 0.66666667 0.63529412 0.65882353]
 [0.0627451  0.07058824 0.10196078 ... 0.70196078 0.63529412 0.61960784]
 ...
 [0.0627451  0.0627451  0.05882353 ... 0.81176471 0.82745098 0.89803922]
 [0.0627451  0.06666667 0.0627451  ... 0.80784314 0.85882353 0.91372549]
 [0.0627451  0.0627451  0.05882353 ... 0.82352941 0.81176471 0.78039216]]"
1486,LIDC-IDRI-0179-3,"[[0.00392157 0.08235294 0.28235294 ... 0.03137255 0.06666667 0.07843137]
 [0.00784314 0.10196078 0.31372549 ... 0.02352941 0.0627451  0.09411765]
 [0.01176471 0.10980392 0.33333333 ... 0.01176471 0.05490196 0.09411765]
 ...
 [0.58431373 0.57647059 0.58431373 ... 0.05490196 0.05490196 0.05882353]
 [0.57647059 0.57647059 0.58431373 ... 0.05098039 0.05490196 0.06666667]
 [0.57647059 0.57647059 0.57647059 ... 0.04705882 0.05098039 0.0627451 ]]"
1487,LIDC-IDRI-0179-4,"[[0.4745098  0.47058824 0.48235294 ... 0.03921569 0.03921569 0.04313725]
 [0.4745098  0.4745098  0.48627451 ... 0.03921569 0.03529412 0.03921569]
 [0.4745098  0.48235294 0.49411765 ... 0.05098039 0.04313725 0.04313725]
 ...
 [0.51372549 0.62745098 0.76078431 ... 0.05490196 0.05098039 0.05098039]
 [0.60784314 0.78823529 0.91764706 ... 0.05882353 0.04705882 0.05490196]
 [0.74117647 0.90196078 0.97647059 ... 0.09411765 0.0745098  0.07843137]]"
1488,LIDC-IDRI-0179-5,"[[0.29803922 0.28627451 0.28627451 ... 0.43529412 0.49803922 0.5372549 ]
 [0.29803922 0.28627451 0.28235294 ... 0.44313725 0.4745098  0.49411765]
 [0.29411765 0.28235294 0.27843137 ... 0.45882353 0.45882353 0.44313725]
 ...
 [0.25490196 0.25490196 0.25098039 ... 0.04705882 0.05098039 0.05098039]
 [0.24705882 0.25098039 0.25098039 ... 0.04313725 0.04313725 0.04313725]
 [0.25098039 0.24313725 0.24313725 ... 0.04313725 0.04313725 0.04313725]]"
1489,LIDC-IDRI-0179-6,"[[0.44313725 0.45490196 0.47058824 ... 0.03137255 0.02745098 0.03137255]
 [0.44313725 0.45490196 0.4627451  ... 0.03137255 0.02352941 0.02745098]
 [0.44313725 0.45882353 0.45490196 ... 0.03137255 0.03137255 0.03137255]
 ...
 [0.08235294 0.04313725 0.04313725 ... 0.03921569 0.03529412 0.05882353]
 [0.14117647 0.0627451  0.05098039 ... 0.03137255 0.03137255 0.04705882]
 [0.21960784 0.09019608 0.0627451  ... 0.02745098 0.02745098 0.03137255]]"
1490,LIDC-IDRI-0179-7,"[[0.10980392 0.09019608 0.09411765 ... 0.89019608 0.90588235 0.90588235]
 [0.09411765 0.08627451 0.09019608 ... 0.85882353 0.85882353 0.82352941]
 [0.09019608 0.08627451 0.09019608 ... 0.70980392 0.65098039 0.54117647]
 ...
 [0.1254902  0.10588235 0.10980392 ... 0.65098039 0.68235294 0.69411765]
 [0.15294118 0.1254902  0.12156863 ... 0.67058824 0.6745098  0.69019608]
 [0.14901961 0.1254902  0.11372549 ... 0.65882353 0.65882353 0.66666667]]"
1491,LIDC-IDRI-0179-8,"[[0.         0.00392157 0.08235294 ... 0.01568627 0.03137255 0.06666667]
 [0.00784314 0.00784314 0.10196078 ... 0.01568627 0.02352941 0.0627451 ]
 [0.01568627 0.01176471 0.10980392 ... 0.01176471 0.01176471 0.05490196]
 ...
 [0.56862745 0.58431373 0.57647059 ... 0.07058824 0.05490196 0.05490196]
 [0.57254902 0.57647059 0.57647059 ... 0.05882353 0.05098039 0.05490196]
 [0.57647059 0.57647059 0.57647059 ... 0.04705882 0.04705882 0.05098039]]"
1492,LIDC-IDRI-0179-9,"[[0.22745098 0.22745098 0.22745098 ... 0.26666667 0.24705882 0.22745098]
 [0.23137255 0.23137255 0.23529412 ... 0.2745098  0.25490196 0.23529412]
 [0.23137255 0.23529412 0.23529412 ... 0.28627451 0.26666667 0.24705882]
 ...
 [0.04313725 0.04313725 0.03921569 ... 0.28627451 0.28627451 0.28235294]
 [0.03529412 0.03921569 0.03921569 ... 0.29411765 0.30196078 0.28627451]
 [0.04313725 0.03921569 0.03921569 ... 0.30980392 0.29803922 0.27843137]]"
1493,LIDC-IDRI-0179-10,"[[0.1254902  0.12156863 0.07058824 ... 0.57254902 0.57647059 0.57647059]
 [0.1254902  0.09411765 0.0627451  ... 0.55686275 0.56862745 0.57647059]
 [0.08627451 0.05490196 0.03921569 ... 0.56078431 0.54509804 0.56078431]
 ...
 [0.06666667 0.0627451  0.06666667 ... 0.65098039 0.63529412 0.60784314]
 [0.07058824 0.0627451  0.05882353 ... 0.63137255 0.61960784 0.60392157]
 [0.06666667 0.0627451  0.05882353 ... 0.58823529 0.59215686 0.59215686]]"
1494,LIDC-IDRI-0179-11,"[[0.29411765 0.29411765 0.29803922 ... 0.31764706 0.34901961 0.41176471]
 [0.29803922 0.29803922 0.29803922 ... 0.3254902  0.39607843 0.4745098 ]
 [0.29803922 0.29803922 0.28627451 ... 0.36078431 0.43529412 0.49803922]
 ...
 [0.24705882 0.24705882 0.25098039 ... 0.04705882 0.04705882 0.04705882]
 [0.25490196 0.25490196 0.25490196 ... 0.05098039 0.05490196 0.05490196]
 [0.25098039 0.25490196 0.25490196 ... 0.03921569 0.04705882 0.05098039]]"
1495,LIDC-IDRI-0179-12,"[[0.4745098  0.47058824 0.48235294 ... 0.03921569 0.03921569 0.04313725]
 [0.4745098  0.4745098  0.48627451 ... 0.03921569 0.03529412 0.03921569]
 [0.4745098  0.48235294 0.49411765 ... 0.05098039 0.04313725 0.04313725]
 ...
 [0.51372549 0.62745098 0.76078431 ... 0.05490196 0.05098039 0.05098039]
 [0.60784314 0.78823529 0.91764706 ... 0.05882353 0.04705882 0.05490196]
 [0.74117647 0.90196078 0.97647059 ... 0.09411765 0.0745098  0.07843137]]"
1496,LIDC-IDRI-0179-13,"[[0.29411765 0.27843137 0.1254902  ... 0.45098039 0.38039216 0.45490196]
 [0.23137255 0.18823529 0.08627451 ... 0.65490196 0.63921569 0.63137255]
 [0.1254902  0.10196078 0.05882353 ... 0.7372549  0.70196078 0.61176471]
 ...
 [0.91372549 0.82745098 0.74117647 ... 0.08235294 0.10980392 0.18823529]
 [0.93333333 0.89019608 0.85490196 ... 0.09803922 0.1372549  0.2       ]
 [0.9254902  0.90588235 0.87058824 ... 0.1254902  0.15686275 0.18039216]]"
1497,LIDC-IDRI-0179-14,"[[0.07058824 0.05490196 0.05098039 ... 0.02352941 0.02352941 0.02745098]
 [0.0627451  0.05490196 0.05098039 ... 0.04705882 0.02352941 0.02352941]
 [0.06666667 0.0627451  0.05882353 ... 0.11372549 0.05882353 0.05098039]
 ...
 [0.69019608 0.72941176 0.77254902 ... 0.49411765 0.49019608 0.49019608]
 [0.68627451 0.72941176 0.77647059 ... 0.49803922 0.49803922 0.50196078]
 [0.65490196 0.7372549  0.81568627 ... 0.4745098  0.48627451 0.49019608]]"
1498,LIDC-IDRI-0179-15,"[[0.74509804 0.71372549 0.68627451 ... 0.6        0.61568627 0.65098039]
 [0.67843137 0.63529412 0.59215686 ... 0.60392157 0.63529412 0.6745098 ]
 [0.56078431 0.4745098  0.40784314 ... 0.59607843 0.61960784 0.63921569]
 ...
 [0.03921569 0.03137255 0.05098039 ... 0.66666667 0.61568627 0.61568627]
 [0.02745098 0.03137255 0.04705882 ... 0.63529412 0.61960784 0.63137255]
 [0.02745098 0.04313725 0.05490196 ... 0.62745098 0.62352941 0.62352941]]"
1499,LIDC-IDRI-0179-16,"[[0.16862745 0.14901961 0.14117647 ... 0.01568627 0.01960784 0.04313725]
 [0.16862745 0.1372549  0.1254902  ... 0.01568627 0.01960784 0.05882353]
 [0.13333333 0.11372549 0.10196078 ... 0.01568627 0.02352941 0.09019608]
 ...
 [0.08235294 0.07058824 0.0745098  ... 0.57647059 0.60392157 0.61176471]
 [0.11764706 0.08627451 0.0745098  ... 0.63137255 0.65490196 0.67843137]
 [0.14117647 0.09803922 0.08235294 ... 0.70196078 0.73333333 0.77254902]]"
1500,LIDC-IDRI-0179-17,"[[0.02352941 0.01960784 0.02352941 ... 0.04705882 0.02745098 0.01568627]
 [0.03137255 0.01960784 0.02352941 ... 0.02352941 0.01176471 0.00784314]
 [0.03529412 0.01960784 0.02352941 ... 0.00784314 0.00392157 0.00784314]
 ...
 [0.91764706 0.8745098  0.69411765 ... 0.51372549 0.50980392 0.50588235]
 [0.82352941 0.96862745 0.90588235 ... 0.52156863 0.51372549 0.50980392]
 [0.65490196 0.8627451  1.         ... 0.51372549 0.52156863 0.52156863]]"
1501,LIDC-IDRI-0179-18,"[[0.47058824 0.48235294 0.49019608 ... 0.03921569 0.04313725 0.03921569]
 [0.4745098  0.48627451 0.49803922 ... 0.03529412 0.03921569 0.03921569]
 [0.48235294 0.49411765 0.50980392 ... 0.04313725 0.04313725 0.03921569]
 ...
 [0.62745098 0.76078431 0.88627451 ... 0.05098039 0.05098039 0.05490196]
 [0.78823529 0.91764706 0.96470588 ... 0.04705882 0.05490196 0.07058824]
 [0.90196078 0.97647059 0.94901961 ... 0.0745098  0.07843137 0.09803922]]"
1502,LIDC-IDRI-0179-19,"[[0.22745098 0.23137255 0.23137255 ... 0.29411765 0.2745098  0.25490196]
 [0.23529412 0.23137255 0.23529412 ... 0.30196078 0.28627451 0.26666667]
 [0.21960784 0.21960784 0.21960784 ... 0.31372549 0.30196078 0.2745098 ]
 ...
 [0.03921569 0.03529412 0.03921569 ... 0.29411765 0.29411765 0.30196078]
 [0.03921569 0.04313725 0.03921569 ... 0.30588235 0.30980392 0.29803922]
 [0.03921569 0.04313725 0.04705882 ... 0.31764706 0.30980392 0.28235294]]"
1503,LIDC-IDRI-0179-20,"[[0.0745098  0.07843137 0.0627451  ... 0.64705882 0.65882353 0.6627451 ]
 [0.08235294 0.07058824 0.07058824 ... 0.6745098  0.64705882 0.65098039]
 [0.07843137 0.05882353 0.07058824 ... 0.72941176 0.66666667 0.63529412]
 ...
 [0.08235294 0.0627451  0.05882353 ... 0.83529412 0.85098039 0.82745098]
 [0.06666667 0.0627451  0.0627451  ... 0.82352941 0.81176471 0.82745098]
 [0.05098039 0.0627451  0.06666667 ... 0.78823529 0.80784314 0.85882353]]"
1504,LIDC-IDRI-0179-21,"[[0.         0.01568627 0.1254902  ... 0.07843137 0.07058824 0.03921569]
 [0.00392157 0.01960784 0.1372549  ... 0.07843137 0.08627451 0.0627451 ]
 [0.01176471 0.01960784 0.14901961 ... 0.07058824 0.08235294 0.05882353]
 ...
 [0.62352941 0.62352941 0.62745098 ... 0.05098039 0.03921569 0.03529412]
 [0.62352941 0.62352941 0.63137255 ... 0.05098039 0.03921569 0.03529412]
 [0.62352941 0.62745098 0.62745098 ... 0.05098039 0.04313725 0.04313725]]"
1505,LIDC-IDRI-0179-22,"[[0.09019608 0.09411765 0.10196078 ... 0.90588235 0.90588235 0.89019608]
 [0.08627451 0.09019608 0.09411765 ... 0.85882353 0.82352941 0.73333333]
 [0.08627451 0.09019608 0.09411765 ... 0.65098039 0.54117647 0.40392157]
 ...
 [0.10588235 0.10980392 0.12156863 ... 0.68235294 0.69411765 0.71764706]
 [0.1254902  0.12156863 0.1254902  ... 0.6745098  0.69019608 0.69803922]
 [0.1254902  0.11372549 0.1254902  ... 0.65882353 0.66666667 0.67058824]]"
1506,LIDC-IDRI-0179-23,"[[0.10588235 0.09411765 0.09019608 ... 0.90588235 0.91372549 0.91372549]
 [0.10980392 0.09019608 0.09411765 ... 0.89019608 0.90588235 0.90588235]
 [0.09411765 0.08627451 0.09019608 ... 0.85882353 0.85882353 0.82352941]
 ...
 [0.10980392 0.10196078 0.11372549 ... 0.58823529 0.6745098  0.69019608]
 [0.1254902  0.10588235 0.10980392 ... 0.65098039 0.68235294 0.69411765]
 [0.15294118 0.1254902  0.12156863 ... 0.67058824 0.6745098  0.69019608]]"
1507,LIDC-IDRI-0180-1,"[[0.19607843 0.19607843 0.19607843 ... 0.         0.01176471 0.09411765]
 [0.18823529 0.18431373 0.18039216 ... 0.         0.01960784 0.10588235]
 [0.18823529 0.18431373 0.17254902 ... 0.         0.02352941 0.10196078]
 ...
 [0.27058824 0.2627451  0.28627451 ... 0.03921569 0.04313725 0.03921569]
 [0.2627451  0.2627451  0.27058824 ... 0.04313725 0.04705882 0.03921569]
 [0.26666667 0.25490196 0.26666667 ... 0.0745098  0.05882353 0.04313725]]"
1508,LIDC-IDRI-0181-1,"[[0.47058824 0.50588235 0.48235294 ... 0.10588235 0.08235294 0.09411765]
 [0.49019608 0.51372549 0.50196078 ... 0.08235294 0.1254902  0.1372549 ]
 [0.50588235 0.50196078 0.49411765 ... 0.15686275 0.15686275 0.09019608]
 ...
 [0.41176471 0.41176471 0.41176471 ... 0.0627451  0.09411765 0.10588235]
 [0.67843137 0.71372549 0.69411765 ... 0.04313725 0.07058824 0.07843137]
 [0.94509804 0.96470588 0.96078431 ... 0.04705882 0.06666667 0.05098039]]"
1509,LIDC-IDRI-0181-2,"[[0.18039216 0.01568627 0.03921569 ... 0.0745098  0.06666667 0.05882353]
 [0.34901961 0.1372549  0.03921569 ... 0.10196078 0.08627451 0.03137255]
 [0.15686275 0.1372549  0.03529412 ... 0.10588235 0.07843137 0.05490196]
 ...
 [0.37647059 0.36862745 0.36470588 ... 0.02352941 0.03137255 0.03137255]
 [0.38823529 0.38823529 0.38039216 ... 0.02352941 0.02745098 0.02352941]
 [0.3372549  0.34901961 0.3372549  ... 0.03921569 0.03921569 0.02745098]]"
1510,LIDC-IDRI-0181-3,"[[0.4745098  0.4745098  0.48235294 ... 0.05490196 0.05098039 0.07058824]
 [0.47058824 0.47058824 0.49411765 ... 0.0745098  0.05490196 0.04313725]
 [0.4745098  0.45882353 0.47058824 ... 0.05098039 0.05490196 0.0745098 ]
 ...
 [0.38039216 0.38039216 0.37647059 ... 0.02745098 0.03137255 0.03529412]
 [0.38039216 0.37254902 0.36078431 ... 0.01960784 0.02745098 0.03529412]
 [0.39607843 0.41960784 0.41176471 ... 0.04313725 0.03529412 0.02745098]]"
1511,LIDC-IDRI-0181-4,"[[0.07843137 0.14117647 0.09019608 ... 0.43529412 0.42352941 0.41176471]
 [0.09803922 0.07843137 0.01960784 ... 0.38039216 0.40392157 0.41176471]
 [0.17254902 0.05098039 0.01568627 ... 0.39607843 0.37647059 0.37647059]
 ...
 [0.18823529 0.20392157 0.22745098 ... 0.50196078 0.53333333 0.50196078]
 [0.40784314 0.42352941 0.42352941 ... 0.34117647 0.24313725 0.15294118]
 [0.16862745 0.1372549  0.09019608 ... 0.02352941 0.00392157 0.        ]]"
1512,LIDC-IDRI-0181-5,"[[0.5372549  0.38823529 0.43137255 ... 0.1254902  0.37647059 0.21568627]
 [0.50980392 0.43137255 0.44313725 ... 0.01960784 0.00784314 0.04313725]
 [0.4745098  0.45882353 0.39215686 ... 0.05490196 0.05882353 0.06666667]
 ...
 [0.56862745 0.55686275 0.55686275 ... 0.07058824 0.05882353 0.09019608]
 [0.54117647 0.55294118 0.50196078 ... 0.05882353 0.0745098  0.08235294]
 [0.49019608 0.46666667 0.43529412 ... 0.05490196 0.0745098  0.0745098 ]]"
1513,LIDC-IDRI-0181-6,"[[0.08235294 0.09803922 0.13333333 ... 0.05098039 0.0745098  0.04705882]
 [0.08235294 0.11764706 0.1254902  ... 0.04313725 0.05098039 0.04705882]
 [0.10196078 0.10588235 0.0745098  ... 0.04705882 0.04705882 0.03921569]
 ...
 [0.40784314 0.40392157 0.4        ... 0.3254902  0.33333333 0.32941176]
 [0.39215686 0.4        0.38039216 ... 0.3254902  0.31764706 0.33333333]
 [0.37647059 0.38039216 0.39607843 ... 0.33333333 0.31764706 0.34901961]]"
1514,LIDC-IDRI-0181-7,"[[0.12156863 0.14117647 0.09411765 ... 0.08235294 0.03921569 0.07058824]
 [0.1254902  0.05490196 0.0627451  ... 0.06666667 0.05098039 0.05882353]
 [0.07843137 0.0627451  0.05882353 ... 0.0627451  0.07058824 0.06666667]
 ...
 [0.08627451 0.51372549 0.4627451  ... 0.07058824 0.0745098  0.05098039]
 [0.         0.10588235 0.14117647 ... 0.06666667 0.07843137 0.08235294]
 [0.09411765 0.0745098  0.07843137 ... 0.08627451 0.11764706 0.11764706]]"
1515,LIDC-IDRI-0181-8,"[[0.47058824 0.50588235 0.48235294 ... 0.10588235 0.08235294 0.09411765]
 [0.49019608 0.51372549 0.50196078 ... 0.08235294 0.1254902  0.1372549 ]
 [0.50588235 0.50196078 0.49411765 ... 0.15686275 0.15686275 0.09019608]
 ...
 [0.41176471 0.41176471 0.41176471 ... 0.0627451  0.09411765 0.10588235]
 [0.67843137 0.71372549 0.69411765 ... 0.04313725 0.07058824 0.07843137]
 [0.94509804 0.96470588 0.96078431 ... 0.04705882 0.06666667 0.05098039]]"
1516,LIDC-IDRI-0181-9,"[[0.22745098 0.18039216 0.01568627 ... 0.09411765 0.0745098  0.06666667]
 [0.16862745 0.34901961 0.1372549  ... 0.07058824 0.10196078 0.08627451]
 [0.01176471 0.15686275 0.1372549  ... 0.09019608 0.10588235 0.07843137]
 ...
 [0.38039216 0.37647059 0.36862745 ... 0.01960784 0.02352941 0.03137255]
 [0.38823529 0.38823529 0.38823529 ... 0.02745098 0.02352941 0.02745098]
 [0.35686275 0.3372549  0.34901961 ... 0.01960784 0.03921569 0.03921569]]"
1517,LIDC-IDRI-0181-10,"[[0.4627451  0.4745098  0.4745098  ... 0.04313725 0.05490196 0.05098039]
 [0.4745098  0.47058824 0.47058824 ... 0.05490196 0.0745098  0.05490196]
 [0.49411765 0.4745098  0.45882353 ... 0.0627451  0.05098039 0.05490196]
 ...
 [0.37647059 0.38039216 0.38039216 ... 0.01960784 0.02745098 0.03137255]
 [0.38039216 0.38039216 0.37254902 ... 0.00784314 0.01960784 0.02745098]
 [0.38823529 0.39607843 0.41960784 ... 0.04705882 0.04313725 0.03529412]]"
1518,LIDC-IDRI-0181-11,"[[0.50980392 0.43137255 0.44313725 ... 0.01960784 0.00784314 0.04313725]
 [0.4745098  0.45882353 0.39215686 ... 0.05490196 0.05882353 0.06666667]
 [0.50588235 0.45098039 0.45098039 ... 0.04705882 0.04705882 0.05098039]
 ...
 [0.54117647 0.55294118 0.50196078 ... 0.05882353 0.0745098  0.08235294]
 [0.49019608 0.46666667 0.43529412 ... 0.05490196 0.0745098  0.0745098 ]
 [0.4745098  0.46666667 0.49411765 ... 0.14117647 0.06666667 0.05490196]]"
